sensitivity,specificity,prevalence,tolerance_frac_prev,z,tolerance,min_n
0.85,0.95,0.195,0.6,1.96,0.117,71.7213025056614
0.9,0.95,0.195,0.6,1.96,0.117,65.7215654526239
0.95,0.95,0.195,0.6,1.96,0.117,60.5094727405711
1,0.95,0.195,0.6,1.96,0.117,55.9425587198326
0.8,1,0.195,0.6,1.96,0.117,57.7334472934473
0.85,1,0.195,0.6,1.96,0.117,53.709649740238
0.9,1,0.195,0.6,1.96,0.117,50.1329408040519
0.95,1,0.195,0.6,1.96,0.117,46.9327275453591
1,1,0.195,0.6,1.96,0.117,44.0525356125356
0.8,0.8,0.2,0.6,1.96,0.12,161.252345679012
0.85,0.8,0.2,0.6,1.96,0.12,139.608441814596
0.9,0.8,0.2,0.6,1.96,0.12,122.173333333333
0.95,0.8,0.2,0.6,1.96,0.12,107.896790123457
1,0.8,0.2,0.6,1.96,0.12,96.0399999999999
0.8,0.85,0.2,0.6,1.96,0.12,127.295621301775
0.85,0.85,0.2,0.6,1.96,0.12,112.101111111111
0.9,0.85,0.2,0.6,1.96,0.12,99.5970370370369
0.95,0.85,0.2,0.6,1.96,0.12,89.1621354166665
1,0.85,0.2,0.6,1.96,0.12,80.3471895424836
0.8,0.9,0.2,0.6,1.96,0.12,99.3066666666665
0.85,0.9,0.2,0.6,1.96,0.12,88.9259259259259
0.9,0.9,0.2,0.6,1.96,0.12,80.2000694444444
0.95,0.9,0.2,0.6,1.96,0.12,72.7777162629757
1,0.9,0.2,0.6,1.96,0.12,66.398024691358
0.8,0.95,0.2,0.6,1.96,0.12,75.8834567901234
0.85,0.95,0.2,0.6,1.96,0.12,69.1538020833332
0.9,0.95,0.2,0.6,1.96,0.12,63.3620299884659
0.95,0.95,0.2,0.6,1.96,0.12,58.3288203017832
1,0.95,0.2,0.6,1.96,0.12,53.9171929824561
0.8,1,0.2,0.6,1.96,0.12,56.0233333333333
0.85,1,0.2,0.6,1.96,0.12,52.1001307189542
0.9,1,0.2,0.6,1.96,0.12,48.6128395061728
0.95,1,0.2,0.6,1.96,0.12,45.4926315789473
1,1,0.2,0.6,1.96,0.12,42.6844444444444
0.8,0.8,0.205,0.6,1.96,0.123,154.237724752315
0.85,0.8,0.205,0.6,1.96,0.123,133.53908279917
0.9,0.8,0.205,0.6,1.96,0.123,116.860384691652
0.95,0.8,0.205,0.6,1.96,0.123,103.199215928203
1,0.8,0.205,0.6,1.96,0.123,91.8502716636922
0.8,0.85,0.205,0.6,1.96,0.123,122.014888307694
0.85,0.85,0.205,0.6,1.96,0.123,107.45487209994
0.9,0.85,0.205,0.6,1.96,0.123,95.4686734086853
0.95,0.85,0.205,0.6,1.96,0.123,85.462522969132
1,0.85,0.205,0.6,1.96,0.123,77.0069827716928
0.8,0.9,0.205,0.6,1.96,0.123,95.4583092074822
0.85,0.9,0.205,0.6,1.96,0.123,85.4810381827395
0.9,0.9,0.205,0.6,1.96,0.123,77.0910013880626
0.95,0.9,0.205,0.6,1.96,0.123,69.9516155617628
1,0.9,0.205,0.6,1.96,0.123,63.8129482010267
0.8,0.95,0.205,0.6,1.96,0.123,73.2363102503653
0.85,0.95,0.205,0.6,1.96,0.123,66.7357069204838
0.9,0.95,0.205,0.6,1.96,0.123,61.1389962447518
0.95,0.95,0.205,0.6,1.96,0.123,56.2736315913595
1,0.95,0.205,0.6,1.96,0.123,52.0077593746412
0.8,1,0.205,0.6,1.96,0.123,54.3966395663956
0.85,1,0.205,0.6,1.96,0.123,50.56912482066
0.9,1,0.205,0.6,1.96,0.123,47.1668894911171
0.95,1,0.205,0.6,1.96,0.123,44.122784196263
1,1,0.205,0.6,1.96,0.123,41.3830894308943
0.8,0.8,0.21,0.6,1.96,0.126,147.688285322359
0.85,0.8,0.21,0.6,1.96,0.126,127.87049163562
0.9,0.8,0.21,0.6,1.96,0.126,111.896790123457
0.95,0.8,0.21,0.6,1.96,0.126,98.8092729766804
1,0.8,0.21,0.6,1.96,0.126,87.9338271604938
0.8,0.85,0.21,0.6,1.96,0.126,117.074670173132
0.85,0.85,0.21,0.6,1.96,0.126,103.106666666667
0.9,0.85,0.21,0.6,1.96,0.126,91.6037860082304
0.95,0.85,0.21,0.6,1.96,0.126,81.9978703703703
1,0.85,0.21,0.6,1.96,0.126,73.877908496732
0.8,0.9,0.21,0.6,1.96,0.126,91.8474074074073
0.85,0.9,0.21,0.6,1.96,0.126,82.2474074074074
0.9,0.9,0.21,0.6,1.96,0.126,74.1714814814815
0.95,0.9,0.21,0.6,1.96,0.126,67.2968499295143
1,0.9,0.21,0.6,1.96,0.126,61.3837585733882
0.8,0.95,0.21,0.6,1.96,0.126,70.7401371742112
0.85,0.95,0.21,0.6,1.96,0.126,64.4546604938271
0.9,0.95,0.21,0.6,1.96,0.126,59.0412217523174
0.95,0.95,0.21,0.6,1.96,0.126,54.3336137783874
1,0.95,0.21,0.6,1.96,0.126,50.2047823261858
0.8,1,0.21,0.6,1.96,0.126,52.8474074074074
0.85,1,0.21,0.6,1.96,0.126,49.1110239651416
0.9,1,0.21,0.6,1.96,0.126,45.7897942386831
0.95,1,0.21,0.6,1.96,0.126,42.8181676413255
1,1,0.21,0.6,1.96,0.126,40.1437037037037
0.8,0.8,0.215,0.6,1.96,0.129,141.562635525376
0.85,0.8,0.215,0.6,1.96,0.129,122.567092527226
0.9,0.8,0.215,0.6,1.96,0.129,107.251609879214
0.95,0.8,0.215,0.6,1.96,0.129,94.6997787259045
1,0.8,0.215,0.6,1.96,0.129,84.2665729223003
0.8,0.85,0.215,0.6,1.96,0.129,112.445141645945
0.85,0.85,0.215,0.6,1.96,0.129,99.030469322757
0.9,0.85,0.215,0.6,1.96,0.129,87.9794347294834
0.95,0.85,0.215,0.6,1.96,0.129,78.7477789796286
1,0.85,0.215,0.6,1.96,0.129,70.9416878934736
0.8,0.9,0.215,0.6,1.96,0.129,88.4537010996934
0.85,0.9,0.215,0.6,1.96,0.129,79.2070772990405
0.9,0.9,0.215,0.6,1.96,0.129,71.4254576047112
0.95,0.9,0.215,0.6,1.96,0.129,64.7989608273558
1,0.9,0.215,0.6,1.96,0.129,59.0973456456276
0.8,0.95,0.215,0.6,1.96,0.129,68.3827064345759
0.85,0.95,0.215,0.6,1.96,0.129,62.2996087975482
0.9,0.95,0.215,0.6,1.96,0.129,57.0586454475532
0.95,0.95,0.215,0.6,1.96,0.129,52.499552451516
1,0.95,0.215,0.6,1.96,0.129,48.4997762659759
0.8,1,0.215,0.6,1.96,0.129,51.3702325581395
0.85,1,0.215,0.6,1.96,0.129,47.720741754066
0.9,1,0.215,0.6,1.96,0.129,44.4767499282228
0.95,1,0.215,0.6,1.96,0.129,41.5742309261526
1,1,0.215,0.6,1.96,0.129,38.9619638242894
0.8,0.8,0.22,0.6,1.96,0.132,135.823940414243
0.85,0.8,0.22,0.6,1.96,0.132,117.597220401976
0.9,0.8,0.22,0.6,1.96,0.132,102.897300275482
0.95,0.8,0.22,0.6,1.96,0.132,90.8465299459238
1,0.8,0.22,0.6,1.96,0.132,80.8270523415977
0.8,0.85,0.22,0.6,1.96,0.132,108.099727995392
0.85,0.85,0.22,0.6,1.96,0.132,95.2030853994489
0.9,0.85,0.22,0.6,1.96,0.132,84.5751698806244
0.95,0.85,0.22,0.6,1.96,0.132,75.6940604912763
1,0.85,0.22,0.6,1.96,0.132,68.1820191216982
0.8,0.9,0.22,0.6,1.96,0.132,85.2591000918273
0.85,0.9,0.22,0.6,1.96,0.132,76.3440097949188
0.9,0.9,0.22,0.6,1.96,0.132,68.8385881542699
0.95,0.9,0.22,0.6,1.96,0.132,62.4450266744195
1,0.9,0.22,0.6,1.96,0.132,56.9419895928987
0.8,0.95,0.22,0.6,1.96,0.132,66.1530496888072
0.85,0.95,0.22,0.6,1.96,0.132,60.2606353305784
0.9,0.95,0.22,0.6,1.96,0.132,55.1822383635029
0.95,0.95,0.22,0.6,1.96,0.132,50.7631756396739
1,0.95,0.22,0.6,1.96,0.132,46.8851210671306
0.8,1,0.22,0.6,1.96,0.132,49.960202020202
0.85,1,0.22,0.6,1.96,0.132,46.3936541889483
0.9,1,0.22,0.6,1.96,0.132,43.2233894500561
0.95,1,0.22,0.6,1.96,0.132,40.386836788942
1,1,0.22,0.6,1.96,0.132,37.8339393939394
0.8,0.8,0.225,0.6,1.96,0.135,130.439329370523
0.85,0.8,0.225,0.6,1.96,0.135,112.932612884636
0.9,0.8,0.225,0.6,1.96,0.135,98.8092729766803
0.95,0.8,0.225,0.6,1.96,0.135,87.2279164761469
1,0.8,0.225,0.6,1.96,0.135,77.5961042524005
0.8,0.85,0.225,0.6,1.96,0.135,104.014685270412
0.85,0.85,0.225,0.6,1.96,0.135,91.6037860082303
0.9,0.85,0.225,0.6,1.96,0.135,81.3727114769089
0.95,0.85,0.225,0.6,1.96,0.135,72.820452674897
1,0.85,0.225,0.6,1.96,0.135,65.5843234083756
0.8,0.9,0.225,0.6,1.96,0.135,82.2474074074073
0.85,0.9,0.225,0.6,1.96,0.135,73.6438408779149
0.9,0.9,0.225,0.6,1.96,0.135,66.398024691358
0.95,0.9,0.225,0.6,1.96,0.135,60.2234678969627
1,0.9,0.225,0.6,1.96,0.135,54.9071848803536
0.8,0.95,0.225,0.6,1.96,0.135,64.0413046791647
0.85,0.95,0.225,0.6,1.96,0.135,58.3288203017832
0.9,0.95,0.225,0.6,1.96,0.135,53.4038761919679
0.95,0.95,0.225,0.6,1.96,0.135,49.1170377144405
1,0.95,0.225,0.6,1.96,0.135,45.3539556710706
0.8,1,0.225,0.6,1.96,0.135,48.6128395061728
0.85,1,0.225,0.6,1.96,0.135,45.1255482933914
0.9,1,0.225,0.6,1.96,0.135,42.0257338820302
0.95,1,0.225,0.6,1.96,0.135,39.2522157244964
1,1,0.225,0.6,1.96,0.135,36.756049382716
0.8,0.8,0.23,0.6,1.96,0.138,125.379391817779
0.85,0.8,0.23,0.6,1.96,0.138,108.547977912253
0.9,0.8,0.23,0.6,1.96,0.138,94.9655198487711
0.95,0.8,0.23,0.6,1.96,0.138,83.8245924058904
1,0.8,0.23,0.6,1.96,0.138,74.5565721487082
0.8,0.85,0.23,0.6,1.96,0.138,100.168742780655
0.85,0.85,0.23,0.6,1.96,0.138,88.2139970594412
0.9,0.85,0.23,0.6,1.96,0.138,78.3556759784358
0.95,0.85,0.23,0.6,1.96,0.138,70.112377126654
1,0.85,0.23,0.6,1.96,0.138,63.1355286210262
0.8,0.9,0.23,0.6,1.96,0.138,79.4040831758033
0.85,0.9,0.23,0.6,1.96,0.138,71.0936721977175
0.9,0.9,0.23,0.6,1.96,0.138,64.0922264230203
0.95,0.9,0.23,0.6,1.96,0.138,58.1238804909264
1,0.9,0.23,0.6,1.96,0.138,52.9834899297533
0.8,0.95,0.23,0.6,1.96,0.138,62.0385810637354
0.85,0.95,0.23,0.6,1.96,0.138,56.4961200378071
0.9,0.95,0.23,0.6,1.96,0.138,51.716230096175
0.95,0.95,0.23,0.6,1.96,0.138,47.5544198879268
1,0.95,0.23,0.6,1.96,0.138,43.9000868901933
0.8,1,0.23,0.6,1.96,0.138,47.3240579710145
0.85,1,0.23,0.6,1.96,0.138,43.9125774367718
0.9,1,0.23,0.6,1.96,0.138,40.8801502952227
0.95,1,0.23,0.6,1.96,0.138,38.1669260106788
1,1,0.23,0.6,1.96,0.138,35.7250241545893
0.8,0.8,0.235,0.6,1.96,0.141,120.617746480447
0.85,0.8,0.235,0.6,1.96,0.141,104.420624359912
0.9,0.8,0.235,0.6,1.96,0.141,91.346292440018
0.95,0.8,0.235,0.6,1.96,0.141,80.6191950997323
1,0.8,0.235,0.6,1.96,0.141,71.6930556813037
0.8,0.85,0.235,0.6,1.96,0.141,96.5427974436059
0.85,0.85,0.235,0.6,1.96,0.141,85.017033348423
0.9,0.85,0.235,0.6,1.96,0.141,75.5093425884009
0.95,0.85,0.235,0.6,1.96,0.141,67.5567320557315
1,0.85,0.235,0.6,1.96,0.141,60.8238841104572
0.8,0.9,0.235,0.6,1.96,0.141,76.7160424525928
0.85,0.9,0.235,0.6,1.96,0.141,68.6818925942692
0.9,0.9,0.235,0.6,1.96,0.141,61.9108012675418
0.95,0.9,0.235,0.6,1.96,0.141,56.1368934015523
1,0.9,0.235,0.6,1.96,0.141,51.1623982697047
0.8,0.95,0.235,0.6,1.96,0.141,60.136845117337
0.85,0.95,0.235,0.6,1.96,0.141,54.7552633167345
0.9,0.95,0.235,0.6,1.96,0.141,50.1126728184949
0.95,0.95,0.235,0.6,1.96,0.141,46.0692446227895
1,0.95,0.235,0.6,1.96,0.141,42.5179109385051
0.8,1,0.235,0.6,1.96,0.141,46.0901182033097
0.85,1,0.235,0.6,1.96,0.141,42.7512223612849
0.9,1,0.235,0.6,1.96,0.141,39.7833149461518
0.95,1,0.235,0.6,1.96,0.141,37.1278188378748
1,1,0.235,0.6,1.96,0.141,34.7378723404255
0.8,0.8,0.24,0.6,1.96,0.144,116.130672153635
0.85,0.8,0.24,0.6,1.96,0.144,100.530145372197
0.9,0.8,0.24,0.6,1.96,0.144,87.9338271604938
0.95,0.8,0.24,0.6,1.96,0.144,77.5961042524005
1,0.8,0.24,0.6,1.96,0.144,68.9916975308642
0.8,0.85,0.24,0.6,1.96,0.144,93.1196515450361
0.85,0.85,0.24,0.6,1.96,0.144,81.9978703703703
0.9,0.85,0.24,0.6,1.96,0.144,72.8204526748971
0.95,0.85,0.24,0.6,1.96,0.144,65.1417144097222
1,0.85,0.24,0.6,1.96,0.144,58.6388017429194
0.8,0.9,0.24,0.6,1.96,0.144,74.1714814814814
0.85,0.9,0.24,0.6,1.96,0.144,66.398024691358
0.9,0.9,0.24,0.6,1.96,0.144,59.8443692129629
0.95,0.9,0.24,0.6,1.96,0.144,54.2540458797898
1,0.9,0.24,0.6,1.96,0.144,49.4362277091907
0.8,0.95,0.24,0.6,1.96,0.144,58.3288203017833
0.85,0.95,0.24,0.6,1.96,0.144,53.0996619405864
0.9,0.95,0.24,0.6,1.96,0.144,48.58719765902
0.95,0.95,0.24,0.6,1.96,0.144,44.6560017527816
1,0.95,0.24,0.6,1.96,0.144,41.2023456790123
0.8,1,0.24,0.6,1.96,0.144,44.9075925925926
0.85,1,0.24,0.6,1.96,0.144,41.63825708061
0.9,1,0.24,0.6,1.96,0.144,38.7321810699588
0.95,1,0.24,0.6,1.96,0.144,36.1320077972709
1,1,0.24,0.6,1.96,0.144,33.7918518518518
0.8,0.8,0.005,0.7,1.96,0.0035,140937.937777778
0.85,0.8,0.005,0.7,1.96,0.0035,120199.307928994
0.9,0.8,0.005,0.7,1.96,0.0035,103736.16
0.95,0.8,0.005,0.7,1.96,0.0035,90448.3377777777
1,0.8,0.005,0.7,1.96,0.0035,79568.1599999999
0.8,0.85,0.005,0.7,1.96,0.0035,96317.4617751478
0.85,0.85,0.005,0.7,1.96,0.0035,83160.1599999999
0.9,0.85,0.005,0.7,1.96,0.0035,72538.2933333333
0.95,0.85,0.005,0.7,1.96,0.0035,63839.1599999999
1,0.85,0.005,0.7,1.96,0.0035,56624.6305882352
0.8,0.9,0.005,0.7,1.96,0.0035,59384.1599999999
0.85,0.9,0.005,0.7,1.96,0.0035,51840.6933333333
0.9,0.9,0.005,0.7,1.96,0.0035,45660.16
0.95,0.9,0.005,0.7,1.96,0.0035,40532.284567474
1,0.9,0.005,0.7,1.96,0.0035,36230.3822222222
0.8,0.95,0.005,0.7,1.96,0.0035,28355.5377777777
0.85,0.95,0.005,0.7,1.96,0.0035,25031.1599999999
0.9,0.95,0.005,0.7,1.96,0.0035,22269.6963321799
0.95,0.95,0.005,0.7,1.96,0.0035,19950.2834567901
1,0.95,0.005,0.7,1.96,0.0035,17982.8968421052
0.8,1,0.005,0.7,1.96,0.0035,1952.16
0.85,1,0.005,0.7,1.96,0.0035,1836.86588235294
0.9,1,0.005,0.7,1.96,0.0035,1734.38222222222
0.95,1,0.005,0.7,1.96,0.0035,1642.68631578947
1,1,0.005,0.7,1.96,0.0035,1560.16
0.8,0.8,0.01,0.7,1.96,0.007,35620.6044444444
0.85,0.8,0.01,0.7,1.96,0.007,30405.7931360946
0.9,0.8,0.01,0.7,1.96,0.007,26264.16
0.95,0.8,0.01,0.7,1.96,0.007,22919.8044444444
1,0.8,0.01,0.7,1.96,0.007,20180.16
0.8,0.85,0.01,0.7,1.96,0.007,24495.6392899408
0.85,0.85,0.01,0.7,1.96,0.007,21176.16
0.9,0.85,0.01,0.7,1.96,0.007,18494.56
0.95,0.85,0.01,0.7,1.96,0.007,16296.91
1,0.85,0.01,0.7,1.96,0.007,14473.1011764706
0.8,0.9,0.01,0.7,1.96,0.007,15288.16
0.85,0.9,0.01,0.7,1.96,0.007,13372.4266666667
0.9,0.9,0.01,0.7,1.96,0.007,11801.16
0.95,0.9,0.01,0.7,1.96,0.007,10496.1323183391
1,0.9,0.01,0.7,1.96,0.007,9400.16
0.8,0.95,0.01,0.7,1.96,0.007,7553.40444444443
0.85,0.95,0.01,0.7,1.96,0.007,6692.90999999999
0.9,0.95,0.01,0.7,1.96,0.007,5976.60290657438
0.95,0.95,0.01,0.7,1.96,0.007,5373.69086419752
1,0.95,0.01,0.7,1.96,0.007,4861.21263157894
0.8,1,0.01,0.7,1.96,0.007,972.16
0.85,1,0.01,0.7,1.96,0.007,914.51294117647
0.9,1,0.01,0.7,1.96,0.007,863.271111111111
0.95,1,0.01,0.7,1.96,0.007,817.423157894736
1,1,0.01,0.7,1.96,0.007,776.16
0.8,0.8,0.015,0.7,1.96,0.0105,16001.2464197531
0.85,0.8,0.015,0.7,1.96,0.0105,13670.1507955292
0.9,0.8,0.015,0.7,1.96,0.0105,11817.9377777778
0.95,0.8,0.015,0.7,1.96,0.0105,10321.6019753086
1,0.8,0.015,0.7,1.96,0.0105,9095.27111111111
0.8,0.85,0.015,0.7,1.96,0.0105,11070.2191715976
0.85,0.85,0.015,0.7,1.96,0.0105,9581.49333333332
0.9,0.85,0.015,0.7,1.96,0.0105,8378.05629629629
0.95,0.85,0.015,0.7,1.96,0.0105,7391.15999999999
1,0.85,0.015,0.7,1.96,0.0105,6571.61098039215
0.8,0.9,0.015,0.7,1.96,0.0105,6989.49333333333
0.85,0.9,0.015,0.7,1.96,0.0105,6124.78222222222
0.9,0.9,0.015,0.7,1.96,0.0105,5414.82666666666
0.95,0.9,0.015,0.7,1.96,0.0105,4824.56599769319
1,0.9,0.015,0.7,1.96,0.0105,4328.3575308642
0.8,0.95,0.015,0.7,1.96,0.0105,3561.77975308642
0.85,0.95,0.015,0.7,1.96,0.0105,3166.2711111111
0.9,0.95,0.015,0.7,1.96,0.0105,2836.38299115724
0.95,0.95,0.015,0.7,1.96,0.0105,2558.17371742112
1,0.95,0.015,0.7,1.96,0.0105,2321.23602339181
0.8,1,0.015,0.7,1.96,0.0105,645.493333333333
0.85,1,0.015,0.7,1.96,0.0105,607.061960784314
0.9,1,0.015,0.7,1.96,0.0105,572.900740740741
0.95,1,0.015,0.7,1.96,0.0105,542.335438596491
1,1,0.015,0.7,1.96,0.0105,514.826666666666
0.8,0.8,0.02,0.7,1.96,0.014,9095.2711111111
0.85,0.8,0.02,0.7,1.96,0.014,7776.49136094674
0.9,0.8,0.02,0.7,1.96,0.014,6728.15999999999
0.95,0.8,0.02,0.7,1.96,0.014,5880.87111111111
1,0.8,0.02,0.7,1.96,0.014,5186.16
0.8,0.85,0.02,0.7,1.96,0.014,6329.10674556212
0.85,0.85,0.02,0.7,1.96,0.014,5484.15999999999
0.9,0.85,0.02,0.7,1.96,0.014,4800.69333333333
0.95,0.85,0.02,0.7,1.96,0.014,4239.84749999999
1,0.85,0.02,0.7,1.96,0.014,3773.80705882353
0.8,0.9,0.02,0.7,1.96,0.014,4040.16
0.85,0.9,0.02,0.7,1.96,0.014,3546.29333333333
0.9,0.9,0.02,0.7,1.96,0.014,3140.41
0.95,0.9,0.02,0.7,1.96,0.014,2802.62366782007
1,0.9,0.02,0.7,1.96,0.014,2518.38222222222
0.8,0.95,0.02,0.7,1.96,0.014,2117.67111111111
0.85,0.95,0.02,0.7,1.96,0.014,1887.8475
0.9,0.95,0.02,0.7,1.96,0.014,1695.8001384083
0.95,0.95,0.02,0.7,1.96,0.014,1533.54271604938
1,0.95,0.02,0.7,1.96,0.014,1395.10736842105
0.8,1,0.02,0.7,1.96,0.014,482.16
0.85,1,0.02,0.7,1.96,0.014,453.336470588235
0.9,1,0.02,0.7,1.96,0.014,427.715555555556
0.95,1,0.02,0.7,1.96,0.014,404.791578947368
1,1,0.02,0.7,1.96,0.014,384.16
0.8,0.8,0.025,0.7,1.96,0.0175,5880.87111111111
0.85,0.8,0.025,0.7,1.96,0.0175,5032.0274556213
0.9,0.8,0.025,0.7,1.96,0.0175,4356.96
0.95,0.8,0.025,0.7,1.96,0.0175,3811.11111111111
1,0.8,0.025,0.7,1.96,0.0175,3363.36
0.8,0.85,0.025,0.7,1.96,0.0175,4115.35053254437
0.85,0.85,0.025,0.7,1.96,0.0175,3569.76
0.9,0.85,0.025,0.7,1.96,0.0175,3128.16
0.95,0.85,0.025,0.7,1.96,0.0175,2765.56
1,0.85,0.025,0.7,1.96,0.0175,2464.06588235294
0.8,0.9,0.025,0.7,1.96,0.0175,2654.56
0.85,0.9,0.025,0.7,1.96,0.0175,2333.70666666667
0.9,0.9,0.025,0.7,1.96,0.0175,2069.76
0.95,0.9,0.025,0.7,1.96,0.0175,1849.88733564014
1,0.9,0.025,0.7,1.96,0.0175,1664.69333333333
0.8,0.95,0.025,0.7,1.96,0.0175,1427.75111111111
0.85,0.95,0.025,0.7,1.96,0.0175,1275.96
0.9,0.95,0.025,0.7,1.96,0.0175,1148.89910034602
0.95,0.95,0.025,0.7,1.96,0.0175,1041.3649382716
1,0.95,0.025,0.7,1.96,0.0175,949.465263157893
0.8,1,0.025,0.7,1.96,0.0175,384.16
0.85,1,0.025,0.7,1.96,0.0175,361.101176470588
0.9,1,0.025,0.7,1.96,0.0175,340.604444444444
0.95,1,0.025,0.7,1.96,0.0175,322.265263157895
1,1,0.025,0.7,1.96,0.0175,305.76
0.8,0.8,0.03,0.7,1.96,0.021,4125.09827160494
0.85,0.8,0.03,0.7,1.96,0.021,3532.2730834977
0.9,0.8,0.03,0.7,1.96,0.021,3060.60444444444
0.95,0.8,0.03,0.7,1.96,0.021,2679.05382716049
1,0.8,0.03,0.7,1.96,0.021,2365.93777777778
0.8,0.85,0.03,0.7,1.96,0.021,2902.39274161735
0.85,0.85,0.03,0.7,1.96,0.021,2520.16
0.9,0.85,0.03,0.7,1.96,0.021,2210.58962962963
0.95,0.85,0.03,0.7,1.96,0.021,1956.24333333333
1,0.85,0.03,0.7,1.96,0.021,1744.63058823529
0.8,0.9,0.03,0.7,1.96,0.021,1890.82666666666
0.85,0.9,0.03,0.7,1.96,0.021,1664.69333333333
0.9,0.9,0.03,0.7,1.96,0.021,1478.49333333333
0.95,0.9,0.03,0.7,1.96,0.021,1323.24189158016
1,0.9,0.03,0.7,1.96,0.021,1192.3575308642
0.8,0.95,0.03,0.7,1.96,0.021,1041.3649382716
0.85,0.95,0.03,0.7,1.96,0.021,932.687777777776
0.9,0.95,0.03,0.7,1.96,0.021,841.568688965781
0.95,0.95,0.03,0.7,1.96,0.021,764.330096021947
1,0.95,0.03,0.7,1.96,0.021,698.218479532163
0.8,1,0.03,0.7,1.96,0.021,318.826666666667
0.85,1,0.03,0.7,1.96,0.021,299.610980392157
0.9,1,0.03,0.7,1.96,0.021,282.53037037037
0.95,1,0.03,0.7,1.96,0.021,267.247719298245
1,1,0.03,0.7,1.96,0.021,253.493333333333
0.8,0.8,0.035,0.7,1.96,0.0245,3060.60444444444
0.85,0.8,0.035,0.7,1.96,0.0245,2622.59786982248
0.9,0.8,0.035,0.7,1.96,0.0245,2273.95591836734
0.95,0.8,0.035,0.7,1.96,0.0245,1991.80444444444
1,0.8,0.035,0.7,1.96,0.0245,1760.16
0.8,0.85,0.035,0.7,1.96,0.0245,2164.75171597633
0.85,0.85,0.035,0.7,1.96,0.0245,1881.46612244898
0.9,0.85,0.035,0.7,1.96,0.0245,1651.89333333333
0.95,0.85,0.035,0.7,1.96,0.0245,1463.16
1,0.85,0.035,0.7,1.96,0.0245,1306.04235294118
0.8,0.9,0.035,0.7,1.96,0.0245,1423.67020408163
0.85,0.9,0.035,0.7,1.96,0.0245,1255.09333333333
0.9,0.9,0.035,0.7,1.96,0.0245,1116.16
0.95,0.9,0.035,0.7,1.96,0.0245,1000.2153633218
1,0.9,0.035,0.7,1.96,0.0245,902.382222222222
0.8,0.95,0.035,0.7,1.96,0.0245,801.404444444444
0.85,0.95,0.035,0.7,1.96,0.0245,719.159999999999
0.9,0.95,0.035,0.7,1.96,0.0245,650.097716262975
0.95,0.95,0.035,0.7,1.96,0.0245,591.468641975308
1,0.95,0.035,0.7,1.96,0.0245,541.212631578947
0.8,1,0.035,0.7,1.96,0.0245,272.16
0.85,1,0.035,0.7,1.96,0.0245,255.689411764706
0.9,1,0.035,0.7,1.96,0.0245,241.048888888889
0.95,1,0.035,0.7,1.96,0.0245,227.94947368421
1,1,0.035,0.7,1.96,0.0245,216.16
0.8,0.8,0.04,0.7,1.96,0.028,2365.93777777778
0.85,0.8,0.04,0.7,1.96,0.028,2028.70437869822
0.9,0.8,0.04,0.7,1.96,0.028,1760.16
0.95,0.8,0.04,0.7,1.96,0.028,1542.73777777778
1,0.8,0.04,0.7,1.96,0.028,1364.16
0.8,0.85,0.04,0.7,1.96,0.028,1681.93514792899
0.85,0.85,0.04,0.7,1.96,0.028,1463.16
0.9,0.85,0.04,0.7,1.96,0.028,1285.76
0.95,0.85,0.04,0.7,1.96,0.028,1139.831875
1,0.85,0.04,0.7,1.96,0.028,1018.27764705882
0.8,0.9,0.04,0.7,1.96,0.028,1116.16
0.85,0.9,0.04,0.7,1.96,0.028,985.226666666666
0.9,0.9,0.04,0.7,1.96,0.028,877.222499999999
0.95,0.9,0.04,0.7,1.96,0.028,787.011211072664
1,0.9,0.04,0.7,1.96,0.028,710.826666666666
0.8,0.95,0.04,0.7,1.96,0.028,641.137777777777
0.85,0.95,0.04,0.7,1.96,0.028,576.331874999999
0.9,0.95,0.04,0.7,1.96,0.028,521.834740484428
0.95,0.95,0.04,0.7,1.96,0.028,475.505679012345
1,0.95,0.04,0.7,1.96,0.028,435.73894736842
0.8,1,0.04,0.7,1.96,0.028,237.16
0.85,1,0.04,0.7,1.96,0.028,222.748235294118
0.9,1,0.04,0.7,1.96,0.028,209.937777777778
0.95,1,0.04,0.7,1.96,0.028,198.475789473684
1,1,0.04,0.7,1.96,0.028,188.16
0.8,0.8,0.045,0.7,1.96,0.0315,1887.09552812071
0.85,0.8,0.045,0.7,1.96,0.0315,1619.15043027248
0.9,0.8,0.045,0.7,1.96,0.0315,1405.69086419753
0.95,0.8,0.045,0.7,1.96,0.0315,1232.79429355281
1,0.8,0.045,0.7,1.96,0.0315,1090.72790123457
0.8,0.85,0.045,0.7,1.96,0.0315,1348.13808459347
0.85,0.85,0.045,0.7,1.96,0.0315,1173.78962962963
0.9,0.85,0.045,0.7,1.96,0.0315,1032.33119341564
0.95,0.85,0.045,0.7,1.96,0.0315,915.90074074074
1,0.85,0.045,0.7,1.96,0.0315,818.861525054466
0.8,0.9,0.045,0.7,1.96,0.0315,902.382222222221
0.85,0.9,0.045,0.7,1.96,0.0315,797.453827160494
0.9,0.9,0.045,0.7,1.96,0.0315,710.826666666666
0.95,0.9,0.045,0.7,1.96,0.0315,638.409903883122
1,0.9,0.045,0.7,1.96,0.0315,577.202524005487
0.8,0.95,0.045,0.7,1.96,0.0315,528.16219478738
0.85,0.95,0.045,0.7,1.96,0.0315,475.505679012345
