sensitivity,specificity,prevalence,tolerance_frac_prev,z,tolerance,min_n
0.9,0.95,0.045,0.7,1.96,0.0315,431.165168952112
0.95,0.95,0.045,0.7,1.96,0.0315,393.420783417162
1,0.95,0.045,0.7,1.96,0.0315,360.98131254061
0.8,1,0.045,0.7,1.96,0.0315,209.937777777778
0.85,1,0.045,0.7,1.96,0.0315,197.127320261438
0.9,1,0.045,0.7,1.96,0.0315,185.74024691358
0.95,1,0.045,0.7,1.96,0.0315,175.551812865497
1,1,0.045,0.7,1.96,0.0315,166.382222222222
0.8,0.8,0.05,0.7,1.96,0.035,1542.73777777778
0.85,0.8,0.05,0.7,1.96,0.035,1324.49609467456
0.9,0.8,0.05,0.7,1.96,0.035,1150.56
0.95,0.8,0.05,0.7,1.96,0.035,1009.61777777778
1,0.8,0.05,0.7,1.96,0.035,893.759999999999
0.8,0.85,0.05,0.7,1.96,0.035,1107.38840236686
0.85,0.85,0.05,0.7,1.96,0.035,964.959999999999
0.9,0.85,0.05,0.7,1.96,0.035,849.333333333333
0.95,0.85,0.05,0.7,1.96,0.035,754.109999999999
1,0.85,0.05,0.7,1.96,0.035,674.701176470588
0.8,0.9,0.05,0.7,1.96,0.035,747.359999999999
0.85,0.9,0.05,0.7,1.96,0.035,661.173333333333
0.9,0.9,0.05,0.7,1.96,0.035,589.96
0.95,0.9,0.05,0.7,1.96,0.035,530.380069204152
1,0.9,0.05,0.7,1.96,0.035,479.982222222222
0.8,0.95,0.05,0.7,1.96,0.035,445.137777777777
0.85,0.95,0.05,0.7,1.96,0.035,401.309999999999
0.9,0.95,0.05,0.7,1.96,0.035,364.356539792387
0.95,0.95,0.05,0.7,1.96,0.035,332.861234567901
1,0.95,0.05,0.7,1.96,0.035,305.76
0.8,1,0.05,0.7,1.96,0.035,188.16
0.85,1,0.05,0.7,1.96,0.035,176.630588235294
0.9,1,0.05,0.7,1.96,0.035,166.382222222222
0.95,1,0.05,0.7,1.96,0.035,157.212631578947
1,1,0.05,0.7,1.96,0.035,148.96
0.8,0.8,0.055,0.7,1.96,0.0385,1286.58791551882
0.85,0.8,0.055,0.7,1.96,0.0385,1105.22606680033
0.9,0.8,0.055,0.7,1.96,0.0385,960.622809917354
0.95,0.8,0.055,0.7,1.96,0.0385,843.40113865932
1,0.8,0.055,0.7,1.96,0.0385,747.002975206611
0.8,0.85,0.055,0.7,1.96,0.0385,927.791864638857
0.85,0.85,0.055,0.7,1.96,0.0385,809.08561983471
0.9,0.85,0.055,0.7,1.96,0.0385,712.662479338842
0.95,0.85,0.055,0.7,1.96,0.0385,633.209586776858
1,0.85,0.055,0.7,1.96,0.0385,566.9154691298
0.8,0.9,0.055,0.7,1.96,0.0385,631.10214876033
0.85,0.9,0.055,0.7,1.96,0.0385,558.886170798898
0.9,0.9,0.055,0.7,1.96,0.0385,499.16826446281
0.95,0.9,0.055,0.7,1.96,0.0385,449.166377076839
1,0.9,0.055,0.7,1.96,0.0385,406.837685950413
0.8,0.95,0.055,0.7,1.96,0.0385,382.072213039485
0.85,0.95,0.055,0.7,1.96,0.0385,344.879008264462
0.9,0.95,0.055,0.7,1.96,0.0385,313.481398953358
0.95,0.95,0.055,0.7,1.96,0.0385,286.689945923885
1,0.95,0.055,0.7,1.96,0.0385,263.610195737277
0.8,1,0.055,0.7,1.96,0.0385,170.341818181818
0.85,1,0.055,0.7,1.96,0.0385,159.860534759358
0.9,1,0.055,0.7,1.96,0.0385,150.543838383838
0.95,1,0.055,0.7,1.96,0.0385,142.207846889952
1,1,0.055,0.7,1.96,0.0385,134.705454545455
0.8,0.8,0.06,0.7,1.96,0.042,1090.72790123457
0.85,0.8,0.06,0.7,1.96,0.042,937.495963182116
0.9,0.8,0.06,0.7,1.96,0.042,815.27111111111
0.95,0.8,0.06,0.7,1.96,0.042,716.15012345679
1,0.8,0.06,0.7,1.96,0.042,634.604444444444
0.8,0.85,0.06,0.7,1.96,0.042,790.077159763313
0.85,0.85,0.06,0.7,1.96,0.042,689.493333333333
0.9,0.85,0.06,0.7,1.96,0.042,607.745185185185
0.95,0.85,0.06,0.7,1.96,0.042,540.347499999999
1,0.85,0.06,0.7,1.96,0.042,484.081568627451
0.8,0.9,0.06,0.7,1.96,0.042,541.493333333333
0.85,0.9,0.06,0.7,1.96,0.042,479.982222222222
0.9,0.9,0.06,0.7,1.96,0.042,429.076666666666
0.95,0.9,0.06,0.7,1.96,0.042,386.420668973472
1,0.9,0.06,0.7,1.96,0.042,350.283456790123
0.8,0.95,0.06,0.7,1.96,0.042,332.861234567901
0.85,0.95,0.06,0.7,1.96,0.042,300.791944444444
0.9,0.95,0.06,0.7,1.96,0.042,273.688642829681
0.95,0.95,0.06,0.7,1.96,0.042,250.53585733882
1,0.95,0.06,0.7,1.96,0.042,230.569356725146
0.8,1,0.06,0.7,1.96,0.042,155.493333333333
0.85,1,0.06,0.7,1.96,0.042,145.885490196078
0.9,1,0.06,0.7,1.96,0.042,137.345185185185
0.95,1,0.06,0.7,1.96,0.042,129.703859649123
1,1,0.06,0.7,1.96,0.042,122.826666666667
0.8,0.8,0.065,0.7,1.96,0.0455,937.495963182117
0.85,0.8,0.065,0.7,1.96,0.0455,806.217771086446
0.9,0.8,0.065,0.7,1.96,0.0455,701.461775147929
0.95,0.8,0.065,0.7,1.96,0.0455,616.473477975016
1,0.8,0.065,0.7,1.96,0.0455,546.526863905325
0.8,0.85,0.065,0.7,1.96,0.0455,682.033883967648
0.85,0.85,0.065,0.7,1.96,0.0455,595.615621301775
0.9,0.85,0.065,0.7,1.96,0.0455,525.341854043392
0.95,0.85,0.065,0.7,1.96,0.0455,467.373017751479
1,0.85,0.065,0.7,1.96,0.0455,418.952899408284
0.8,0.9,0.065,0.7,1.96,0.0455,470.834556213017
0.85,0.9,0.065,0.7,1.96,0.0455,417.715818540434
0.9,0.9,0.065,0.7,1.96,0.0455,373.722130177515
0.95,0.9,0.065,0.7,1.96,0.0455,336.830420343564
1,0.9,0.065,0.7,1.96,0.0455,305.553819855358
0.8,0.95,0.065,0.7,1.96,0.0455,293.595371466141
0.85,0.95,0.065,0.7,1.96,0.0455,265.574201183432
0.9,0.95,0.065,0.7,1.96,0.0455,241.866271370365
0.95,0.95,0.065,0.7,1.96,0.0455,221.592683176273
1,0.95,0.065,0.7,1.96,0.0455,204.09148551853
0.8,1,0.065,0.7,1.96,0.0455,142.929230769231
0.85,1,0.065,0.7,1.96,0.0455,134.060452488688
0.9,1,0.065,0.7,1.96,0.0455,126.177094017094
0.95,1,0.065,0.7,1.96,0.0455,119.123562753036
1,1,0.065,0.7,1.96,0.0455,112.775384615385
0.8,0.8,0.07,0.7,1.96,0.049,815.27111111111
0.85,0.8,0.07,0.7,1.96,0.049,701.461775147928
0.9,0.8,0.07,0.7,1.96,0.049,610.608979591836
0.95,0.8,0.07,0.7,1.96,0.049,536.871111111111
1,0.8,0.07,0.7,1.96,0.049,476.16
0.8,0.85,0.07,0.7,1.96,0.049,595.615621301774
0.85,0.85,0.07,0.7,1.96,0.049,520.486530612244
0.9,0.85,0.07,0.7,1.96,0.049,459.36
0.95,0.85,0.07,0.7,1.96,0.049,408.909999999999
1,0.85,0.07,0.7,1.96,0.049,366.748235294117
0.8,0.9,0.07,0.7,1.96,0.049,414.037551020408
0.85,0.9,0.07,0.7,1.96,0.049,367.626666666666
0.9,0.9,0.07,0.7,1.96,0.049,329.16
0.95,0.9,0.07,0.7,1.96,0.049,296.879723183391
1,0.9,0.07,0.7,1.96,0.049,269.493333333333
0.8,0.95,0.07,0.7,1.96,0.049,261.671111111111
0.85,0.95,0.07,0.7,1.96,0.049,236.91
0.9,0.95,0.07,0.7,1.96,0.049,215.938546712803
0.95,0.95,0.07,0.7,1.96,0.049,197.987160493827
1,0.95,0.07,0.7,1.96,0.049,182.475789473684
0.8,1,0.07,0.7,1.96,0.049,132.16
0.85,1,0.07,0.7,1.96,0.049,123.924705882353
0.9,1,0.07,0.7,1.96,0.049,116.604444444444
0.95,1,0.07,0.7,1.96,0.049,110.054736842105
1,1,0.07,0.7,1.96,0.049,104.16
0.8,0.8,0.075,0.7,1.96,0.0525,716.15012345679
0.85,0.8,0.075,0.7,1.96,0.0525,616.473477975016
0.9,0.8,0.075,0.7,1.96,0.0525,536.871111111111
0.95,0.8,0.075,0.7,1.96,0.0525,472.239012345679
1,0.8,0.075,0.7,1.96,0.0525,419.004444444444
0.8,0.85,0.075,0.7,1.96,0.0525,525.341854043392
0.85,0.85,0.075,0.7,1.96,0.0525,459.36
0.9,0.85,0.075,0.7,1.96,0.0525,405.647407407407
0.95,0.85,0.075,0.7,1.96,0.0525,361.293333333333
1,0.85,0.075,0.7,1.96,0.0525,324.207058823529
0.8,0.9,0.075,0.7,1.96,0.0525,367.626666666666
0.85,0.9,0.075,0.7,1.96,0.0525,326.666666666667
0.9,0.9,0.075,0.7,1.96,0.0525,292.693333333333
0.95,0.9,0.075,0.7,1.96,0.0525,264.16369088812
1,0.9,0.075,0.7,1.96,0.0525,239.942716049383
0.8,0.95,0.075,0.7,1.96,0.0525,235.296790123457
0.85,0.95,0.075,0.7,1.96,0.0525,213.204444444444
0.9,0.95,0.075,0.7,1.96,0.0525,194.474801999231
0.95,0.95,0.075,0.7,1.96,0.0525,178.427215363511
1,0.95,0.075,0.7,1.96,0.0525,164.548304093567
0.8,1,0.075,0.7,1.96,0.0525,122.826666666667
0.85,1,0.075,0.7,1.96,0.0525,115.140392156863
0.9,1,0.075,0.7,1.96,0.0525,108.308148148148
0.95,1,0.075,0.7,1.96,0.0525,102.195087719298
1,1,0.075,0.7,1.96,0.0525,96.6933333333333
0.8,0.8,0.08,0.7,1.96,0.056,634.604444444444
0.85,0.8,0.08,0.7,1.96,0.056,546.526863905325
0.9,0.8,0.08,0.7,1.96,0.056,476.16
0.95,0.8,0.08,0.7,1.96,0.056,419.004444444444
1,0.8,0.08,0.7,1.96,0.056,371.91
0.8,0.85,0.08,0.7,1.96,0.056,467.373017751479
0.85,0.85,0.08,0.7,1.96,0.056,408.91
0.9,0.85,0.08,0.7,1.96,0.056,361.293333333333
0.95,0.85,0.08,0.7,1.96,0.056,321.95296875
1,0.85,0.08,0.7,1.96,0.056,289.042352941176
0.8,0.9,0.08,0.7,1.96,0.056,329.16
0.85,0.9,0.08,0.7,1.96,0.056,292.693333333333
0.9,0.9,0.08,0.7,1.96,0.056,262.425625
0.95,0.9,0.08,0.7,1.96,0.056,236.990449826989
1,0.9,0.08,0.7,1.96,0.056,215.382222222222
0.8,0.95,0.08,0.7,1.96,0.056,213.204444444444
0.85,0.95,0.08,0.7,1.96,0.056,193.32796875
0.9,0.95,0.08,0.7,1.96,0.056,176.461038062284
0.95,0.95,0.08,0.7,1.96,0.056,161.996419753086
1,0.95,0.08,0.7,1.96,0.056,149.475789473684
0.8,1,0.08,0.7,1.96,0.056,114.66
0.85,1,0.08,0.7,1.96,0.056,107.454117647059
0.9,1,0.08,0.7,1.96,0.056,101.048888888889
0.95,1,0.08,0.7,1.96,0.056,95.317894736842
1,1,0.08,0.7,1.96,0.056,90.16
0.8,0.8,0.085,0.7,1.96,0.0595,566.671341791618
0.85,0.8,0.085,0.7,1.96,0.0595,488.233708564525
0.9,0.8,0.085,0.7,1.96,0.0595,425.544083044982
0.95,0.8,0.085,0.7,1.96,0.0595,374.604905805459
1,0.8,0.085,0.7,1.96,0.0595,332.616747404844
0.8,0.85,0.085,0.7,1.96,0.0595,418.952899408284
0.85,0.85,0.085,0.7,1.96,0.0595,366.748235294117
0.9,0.85,0.085,0.7,1.96,0.0595,324.207058823529
0.95,0.85,0.085,0.7,1.96,0.0595,289.042352941176
1,0.85,0.085,0.7,1.96,0.0595,259.610437614492
0.8,0.9,0.085,0.7,1.96,0.0595,296.879723183391
0.85,0.9,0.085,0.7,1.96,0.0595,264.16369088812
0.9,0.9,0.085,0.7,1.96,0.0595,236.99044982699
0.95,0.9,0.085,0.7,1.96,0.0595,214.140483950144
1,0.9,0.085,0.7,1.96,0.0595,194.715940023068
0.8,0.95,0.085,0.7,1.96,0.0595,194.474801999231
0.85,0.95,0.085,0.7,1.96,0.0595,176.461038062284
0.9,0.95,0.085,0.7,1.96,0.0595,161.161041654195
0.95,0.95,0.085,0.7,1.96,0.0595,148.028939296851
1,0.95,0.085,0.7,1.96,0.0595,136.65244217811
0.8,1,0.085,0.7,1.96,0.0595,107.454117647059
0.85,1,0.085,0.7,1.96,0.0595,100.672110726644
0.9,1,0.085,0.7,1.96,0.0595,94.643660130719
0.95,1,0.085,0.7,1.96,0.0595,89.2497832817337
1,1,0.085,0.7,1.96,0.0595,84.3952941176471
0.8,0.8,0.09,0.7,1.96,0.063,509.449437585734
0.85,0.8,0.09,0.7,1.96,0.063,439.112735773248
0.9,0.8,0.09,0.7,1.96,0.063,382.876049382716
0.95,0.8,0.09,0.7,1.96,0.063,337.163017832647
1,0.8,0.09,0.7,1.96,0.063,299.468641975309
0.8,0.85,0.09,0.7,1.96,0.063,378.06050405435
0.85,0.85,0.09,0.7,1.96,0.063,331.122962962963
0.9,0.85,0.09,0.7,1.96,0.063,292.854650205761
0.95,0.85,0.09,0.7,1.96,0.063,261.206296296296
1,0.85,0.09,0.7,1.96,0.063,234.704662309368
0.8,0.9,0.09,0.7,1.96,0.063,269.493333333333
0.85,0.9,0.09,0.7,1.96,0.063,239.942716049383
0.9,0.9,0.09,0.7,1.96,0.063,215.382222222222
0.95,0.9,0.09,0.7,1.96,0.063,194.715940023068
1,0.9,0.09,0.7,1.96,0.063,177.136680384088
0.8,0.95,0.09,0.7,1.96,0.063,178.427215363512
0.85,0.95,0.09,0.7,1.96,0.063,161.996419753086
0.9,0.95,0.09,0.7,1.96,0.063,148.028939296852
0.95,0.95,0.09,0.7,1.96,0.063,136.030751409846
1,0.95,0.09,0.7,1.96,0.063,125.628486029889
0.8,1,0.09,0.7,1.96,0.063,101.048888888889
0.85,1,0.09,0.7,1.96,0.063,94.6436601307189
0.9,1,0.09,0.7,1.96,0.063,88.9501234567901
0.95,1,0.09,0.7,1.96,0.063,83.8559064327485
1,1,0.09,0.7,1.96,0.063,79.2711111111111
0.8,0.8,0.095,0.7,1.96,0.0665,460.774342874731
0.85,0.8,0.095,0.7,1.96,0.0665,397.312551262928
0.9,0.8,0.095,0.7,1.96,0.0665,346.553351800554
0.95,0.8,0.095,0.7,1.96,0.0665,305.277389966143
1,0.8,0.095,0.7,1.96,0.0665,271.229252077562
0.8,0.85,0.095,0.7,1.96,0.0665,343.185979773476
0.85,0.85,0.095,0.7,1.96,0.0665,300.725096952908
0.9,0.85,0.095,0.7,1.96,0.0665,266.08945521699
0.95,0.85,0.095,0.7,1.96,0.0665,237.431468144044
1,0.85,0.095,0.7,1.96,0.0665,213.422506110477
0.8,0.9,0.095,0.7,1.96,0.0665,246.032576177285
0.85,0.9,0.095,0.7,1.96,0.0665,219.179759926131
0.9,0.9,0.095,0.7,1.96,0.0665,196.846980609418
0.95,0.9,0.095,0.7,1.96,0.0665,178.043349787691
1,0.9,0.095,0.7,1.96,0.0665,162.038731917513
0.8,0.95,0.095,0.7,1.96,0.0665,164.548304093567
0.85,0.95,0.095,0.7,1.96,0.0665,149.475789473684
0.9,0.95,0.095,0.7,1.96,0.0665,136.65244217811
0.95,0.95,0.095,0.7,1.96,0.0665,125.628486029889
1,0.95,0.095,0.7,1.96,0.0665,116.06377606065
0.8,1,0.095,0.7,1.96,0.0665,95.3178947368421
0.85,1,0.095,0.7,1.96,0.0665,89.2497832817338
0.9,1,0.095,0.7,1.96,0.0665,83.8559064327485
0.95,1,0.095,0.7,1.96,0.0665,79.0298060941828
1,1,0.095,0.7,1.96,0.0665,74.6863157894737
0.8,0.8,0.1,0.7,1.96,0.07,419.004444444444
0.85,0.8,0.1,0.7,1.96,0.07,361.428639053254
0.9,0.8,0.1,0.7,1.96,0.07,315.36
0.95,0.8,0.1,0.7,1.96,0.07,277.884444444444
1,0.8,0.1,0.7,1.96,0.07,246.96
0.8,0.85,0.1,0.7,1.96,0.07,313.1824852071
0.85,0.85,0.1,0.7,1.96,0.07,274.56
0.9,0.85,0.1,0.7,1.96,0.07,243.04
0.95,0.85,0.1,0.7,1.96,0.07,216.9475
1,0.85,0.1,0.7,1.96,0.07,195.077647058823
0.8,0.9,0.1,0.7,1.96,0.07,225.76
0.85,0.9,0.1,0.7,1.96,0.07,201.226666666667
0.9,0.9,0.1,0.7,1.96,0.07,180.81
0.95,0.9,0.1,0.7,1.96,0.07,163.609134948097
1,0.9,0.1,0.7,1.96,0.07,148.96
0.8,0.95,0.1,0.7,1.96,0.07,152.444444444444
0.85,0.95,0.1,0.7,1.96,0.07,138.5475
0.9,0.95,0.1,0.7,1.96,0.07,126.715017301038
0.95,0.95,0.1,0.7,1.96,0.07,116.535308641975
1,0.95,0.1,0.7,1.96,0.07,107.696842105263
0.8,1,0.1,0.7,1.96,0.07,90.16
0.85,1,0.1,0.7,1.96,0.07,84.395294117647
0.9,1,0.1,0.7,1.96,0.07,79.2711111111111
0.95,1,0.1,0.7,1.96,0.07,74.6863157894737
1,1,0.1,0.7,1.96,0.07,70.56
0.8,0.8,0.105,0.7,1.96,0.0735,382.876049382716
0.85,0.8,0.105,0.7,1.96,0.0735,330.379592373438
0.9,0.8,0.105,0.7,1.96,0.0735,288.359546485261
0.95,0.8,0.105,0.7,1.96,0.0735,254.164938271605
1,0.8,0.105,0.7,1.96,0.0735,225.937777777778
0.8,0.85,0.105,0.7,1.96,0.0735,287.165917159763
0.85,0.85,0.105,0.7,1.96,0.0735,251.860680272109
0.9,0.85,0.105,0.7,1.96,0.0735,223.034074074074
0.95,0.85,0.105,0.7,1.96,0.0735,199.16
1,0.85,0.105,0.7,1.96,0.0735,179.140392156863
0.8,0.9,0.105,0.7,1.96,0.0735,208.105578231292
0.85,0.9,0.105,0.7,1.96,0.0735,185.582222222222
0.9,0.9,0.105,0.7,1.96,0.0735,166.826666666667
0.95,0.9,0.105,0.7,1.96,0.0735,151.015824682814
1,0.9,0.105,0.7,1.96,0.0735,137.542716049383
0.8,0.95,0.105,0.7,1.96,0.0735,141.809382716049
0.85,0.95,0.105,0.7,1.96,0.0735,128.937777777778
0.9,0.95,0.105,0.7,1.96,0.0735,117.970073048827
0.95,0.95,0.105,0.7,1.96,0.0735,108.527626886145
1,0.95,0.105,0.7,1.96,0.0735,100.323742690058
0.8,1,0.105,0.7,1.96,0.0735,85.4933333333333
0.85,1,0.105,0.7,1.96,0.0735,80.0031372549019
0.9,1,0.105,0.7,1.96,0.0735,75.122962962963
0.95,1,0.105,0.7,1.96,0.0735,70.7564912280701
1,1,0.105,0.7,1.96,0.0735,66.8266666666667
0.8,0.8,0.11,0.7,1.96,0.077,351.40334251607
0.85,0.8,0.11,0.7,1.96,0.077,303.321621595188
0.9,0.8,0.11,0.7,1.96,0.077,264.821157024793
0.95,0.8,0.11,0.7,1.96,0.077,233.479375573921
1,0.8,0.11,0.7,1.96,0.077,207.598016528926
0.8,0.85,0.11,0.7,1.96,0.077,264.445588537337
0.85,0.85,0.11,0.7,1.96,0.077,232.027768595041
0.9,0.85,0.11,0.7,1.96,0.077,205.546225895317
0.95,0.85,0.11,0.7,1.96,0.077,183.604214876033
1,0.85,0.11,0.7,1.96,0.077,165.196460865338
0.8,0.9,0.11,0.7,1.96,0.077,192.622809917355
0.85,0.9,0.11,0.7,1.96,0.077,171.853663911846
0.9,0.9,0.11,0.7,1.96,0.077,154.548429752066
0.95,0.9,0.11,0.7,1.96,0.077,139.951701221081
1,0.9,0.11,0.7,1.96,0.077,127.506189164371
0.8,0.95,0.11,0.7,1.96,0.077,132.401689623508
0.85,0.95,0.11,0.7,1.96,0.077,120.430661157025
0.9,0.95,0.11,0.7,1.96,0.077,110.222970059195
0.95,0.95,0.11,0.7,1.96,0.077,101.428850117335
1,0.95,0.11,0.7,1.96,0.077,93.7833144845584
0.8,1,0.11,0.7,1.96,0.077,81.2509090909091
0.85,1,0.11,0.7,1.96,0.077,76.0102673796791
0.9,1,0.11,0.7,1.96,0.077,71.3519191919192
0.95,1,0.11,0.7,1.96,0.077,67.183923444976
1,1,0.11,0.7,1.96,0.077,63.4327272727273
0.8,0.8,0.115,0.7,1.96,0.0805,323.807973114892
0.85,0.8,0.115,0.7,1.96,0.0805,279.588373284415
0.9,0.8,0.115,0.7,1.96,0.0805,244.167561436673
0.95,0.8,0.115,0.7,1.96,0.0805,215.322528880487
1,0.8,0.115,0.7,1.96,0.0805,191.494593572779
0.8,0.85,0.115,0.7,1.96,0.0805,244.475387971052
0.85,0.85,0.115,0.7,1.96,0.0805,214.587221172022
0.9,0.85,0.115,0.7,1.96,0.0805,190.160756143667
0.95,0.85,0.115,0.7,1.96,0.0805,169.91236294896
1,0.85,0.115,0.7,1.96,0.0805,152.917922828867
0.8,0.9,0.115,0.7,1.96,0.0805,178.957731568998
0.85,0.9,0.115,0.7,1.96,0.0805,159.729502205419
0.9,0.9,0.115,0.7,1.96,0.0805,143.698752362949
0.95,0.9,0.115,0.7,1.96,0.0805,130.169353680313
1,0.9,0.115,0.7,1.96,0.0805,118.627548834278
0.8,0.95,0.115,0.7,1.96,0.0805,124.028767065742
0.85,0.95,0.115,0.7,1.96,0.0805,112.853761814745
0.9,0.95,0.115,0.7,1.96,0.0805,103.318247264212
0.95,0.95,0.115,0.7,1.96,0.0805,95.097851525123
1,0.95,0.115,0.7,1.96,0.0805,87.946687891752
0.8,1,0.115,0.7,1.96,0.0805,77.3773913043478
0.85,1,0.115,0.7,1.96,0.0805,72.3646035805626
0.9,1,0.115,0.7,1.96,0.0805,67.9087922705314
0.95,1,0.115,0.7,1.96,0.0805,63.9220137299771
1,1,0.115,0.7,1.96,0.0805,60.3339130434782
0.8,0.8,0.12,0.7,1.96,0.084,299.468641975309
0.85,0.8,0.12,0.7,1.96,0.084,258.647836949375
0.9,0.8,0.12,0.7,1.96,0.084,225.937777777778
0.95,0.8,0.12,0.7,1.96,0.084,199.290864197531
1,0.8,0.12,0.7,1.96,0.084,177.271111111111
0.8,0.85,0.12,0.7,1.96,0.084,226.818777120315
0.85,0.85,0.12,0.7,1.96,0.084,199.16
0.9,0.85,0.12,0.7,1.96,0.084,176.545185185185
0.95,0.85,0.12,0.7,1.96,0.084,157.790208333333
1,0.85,0.12,0.7,1.96,0.084,142.042352941176
0.8,0.9,0.12,0.7,1.96,0.084,166.826666666667
0.85,0.9,0.12,0.7,1.96,0.084,148.96
0.9,0.9,0.12,0.7,1.96,0.084,134.055833333333
0.95,0.9,0.12,0.7,1.96,0.084,121.470265282584
1,0.9,0.12,0.7,1.96,0.084,110.727901234568
0.8,0.95,0.12,0.7,1.96,0.084,116.535308641975
0.85,0.95,0.12,0.7,1.96,0.084,106.067986111111
0.9,0.95,0.12,0.7,1.96,0.084,97.1303960015378
0.95,0.95,0.12,0.7,1.96,0.084,89.4206310013717
1,0.95,0.12,0.7,1.96,0.084,82.7097076023391
0.8,1,0.12,0.7,1.96,0.084,73.8266666666667
0.85,1,0.12,0.7,1.96,0.084,69.0227450980392
0.9,1,0.12,0.7,1.96,0.084,64.7525925925926
0.95,1,0.12,0.7,1.96,0.084,60.9319298245614
1,1,0.12,0.7,1.96,0.084,57.4933333333333
0.8,0.8,0.125,0.7,1.96,0.0875,277.884444444444
0.85,0.8,0.125,0.7,1.96,0.0875,240.07100591716
0.9,0.8,0.125,0.7,1.96,0.0875,209.76
0.95,0.8,0.125,0.7,1.96,0.0875,185.058844444444
1,0.8,0.125,0.7,1.96,0.0875,164.64
0.8,0.85,0.125,0.7,1.96,0.0875,211.123313609467
0.85,0.85,0.125,0.7,1.96,0.0875,185.44
0.9,0.85,0.125,0.7,1.96,0.0875,164.430933333333
0.95,0.85,0.125,0.7,1.96,0.0875,147
1,0.85,0.125,0.7,1.96,0.0875,132.357647058823
0.8,0.9,0.125,0.7,1.96,0.0875,156
0.85,0.9,0.125,0.7,1.96,0.0875,139.342933333333
0.9,0.9,0.125,0.7,1.96,0.0875,125.44
0.95,0.9,0.125,0.7,1.96,0.0875,113.693564013841
1,0.9,0.125,0.7,1.96,0.0875,103.662222222222
0.8,0.95,0.125,0.7,1.96,0.0875,109.794844444444
0.85,0.95,0.125,0.7,1.96,0.0875,99.9599999999999
0.9,0.95,0.125,0.7,1.96,0.0875,91.5570934256055
0.95,0.95,0.125,0.7,1.96,0.0875,84.3041975308641
1,0.95,0.125,0.7,1.96,0.0875,77.9873684210526
0.8,1,0.125,0.7,1.96,0.0875,70.56
0.85,1,0.125,0.7,1.96,0.0875,65.9482352941176
0.9,1,0.125,0.7,1.96,0.0875,61.8488888888889
0.95,1,0.125,0.7,1.96,0.0875,58.1810526315789
1,1,0.125,0.7,1.96,0.0875,54.88
0.8,0.8,0.13,0.7,1.96,0.091,258.647836949375
0.85,0.8,0.13,0.7,1.96,0.091,223.508762298239
0.9,0.8,0.13,0.7,1.96,0.091,195.331597633136
0.95,0.8,0.13,0.7,1.96,0.091,172.361446416831
1,0.8,0.13,0.7,1.96,0.091,153.367100591716
0.8,0.85,0.13,0.7,1.96,0.091,197.101843772977
0.85,0.85,0.13,0.7,1.96,0.091,173.17775147929
0.9,0.85,0.13,0.7,1.96,0.091,153.599053254438
0.95,0.85,0.13,0.7,1.96,0.091,137.347869822485
1,0.85,0.13,0.7,1.96,0.091,123.690804037591
0.8,0.9,0.13,0.7,1.96,0.091,146.290177514793
0.85,0.9,0.13,0.7,1.96,0.091,130.713057199211
0.9,0.9,0.13,0.7,1.96,0.091,117.704378698225
0.95,0.9,0.13,0.7,1.96,0.091,106.707695583628
1,0.9,0.13,0.7,1.96,0.091,97.3118737672584
0.8,0.95,0.13,0.7,1.96,0.091,103.703458251151
0.85,0.95,0.13,0.7,1.96,0.091,94.4366272189348
0.9,0.95,0.13,0.7,1.96,0.091,86.514169652546
0.95,0.95,0.13,0.7,1.96,0.091,79.6720169479143
1,0.95,0.13,0.7,1.96,0.091,73.7096729990656
0.8,1,0.13,0.7,1.96,0.091,67.5446153846154
0.85,1,0.13,0.7,1.96,0.091,63.1102262443439
0.9,1,0.13,0.7,1.96,0.091,59.168547008547
0.95,1,0.13,0.7,1.96,0.091,55.6417813765182
1,1,0.13,0.7,1.96,0.091,52.4676923076923
0.8,0.8,0.135,0.7,1.96,0.0945,241.424441396128
0.85,0.8,0.135,0.7,1.96,0.0945,208.674606212612
0.9,0.8,0.135,0.7,1.96,0.0945,182.404170096022
0.95,0.8,0.135,0.7,1.96,0.0945,160.981094345374
1,0.8,0.135,0.7,1.96,0.0945,143.260137174211
0.8,0.85,0.135,0.7,1.96,0.0945,184.518438649037
0.85,0.85,0.135,0.7,1.96,0.0945,162.168230452675
0.9,0.85,0.135,0.7,1.96,0.0945,143.86955647005
0.95,0.85,0.135,0.7,1.96,0.0945,128.674403292181
1,0.85,0.135,0.7,1.96,0.0945,115.899530380053
0.8,0.9,0.135,0.7,1.96,0.0945,137.542716049383
0.85,0.9,0.135,0.7,1.96,0.0945,122.934211248285
0.9,0.9,0.135,0.7,1.96,0.0945,110.727901234568
0.95,0.9,0.135,0.7,1.96,0.0945,100.404179589047
1,0.9,0.135,0.7,1.96,0.0945,91.5789910074683
0.8,0.95,0.135,0.7,1.96,0.0945,98.1750586800792
0.85,0.95,0.135,0.7,1.96,0.0945,89.4206310013716
0.9,0.95,0.135,0.7,1.96,0.0945,81.9318161580778
0.95,0.95,0.135,0.7,1.96,0.0945,75.4605808735118
1,0.95,0.135,0.7,1.96,0.0945,69.818508410945
0.8,1,0.135,0.7,1.96,0.0945,64.7525925925926
0.85,1,0.135,0.7,1.96,0.0945,60.4824400871459
0.9,1,0.135,0.7,1.96,0.0945,56.6867489711934
